cleaned_content,sentiment
ok,1
mantap nyaman perjalanan pakai kereta,1
pelayanan baik dan mudah dipahami,1
"terdapat masalah ""request processing failed; nested exception is java.lang.nullpointerexception"". sebelumnya pernah pesan tiket tapi telat membayar sehingga masa pemesanan hangus. sekarang mau pesan lagi tapi malah dapat masalah seperti itu. tolong solusinya melipat tangan .",0
"ada apa dengan kai akses? tiap kali mau pesan tiket selalu error jadwal tidak ditemukan,bahkan tiap kali mau bayar selalu saja error.tolong dong diperbaiki.sudah membela-bela tengah malam tidak tidur menunggu buat beli tiket malah sih ap nya error berkali"" dibiarkan begitu saja. wajah bosan",0
keren. sangat efisein waktu.,1
"kenapa saldo suka tiba"" berkurang padahal belum melakukan transaksi apapun",0
"pls ya tj menunggu dari lebak bulus ke senen 6h itu sampai 45mnt tidak dtg2 yang lewat ada puluhan 8 lebak bulus pasar baru itu bis nya sampai puluhan loh, apa tidak ada perhitungan ya itu bis 8 kosong yang antri ke senen banyak banget. kerja dong yang benar",0
membantu untuk pemesanan tiket.tapi tolong di perbaiki lagi ya,1
bagus,1
transjakarta aplikasi yang sangat mudah digunakan dan fiturnya yang mudah dipahami serta memudahkan saya dalam melakukan navigasi,1
ok,1
mudah dan ekonomis.,1
bjir tbtb keinstal sendiri,0
proses cepat,1
bermanfaat,1
"perjalanan jadi lebih cepat dan tepat waktu, terimakasih",1
"aplikasi nya tidak jelas, setiap mau beli tiket selalu tidak bisa, tapi giliran di cek di hp lain bisa.",0
baik,1
cara cek rute dan jam bus dengan mudah pakai aplikasi ini. navigasi bus juga jelas aplikasinya gamoang banget dijalankan,1
ok terima kasih,1
meminta tolong dong qr benerin masa sudah beli 3 kali tetap tidak bisa akhirnya beli ke 4 kali baru bisa tidak jelas buang buang duit,0
di harskan upgrade tapi gagal terus. tapi mani attm. kan baru daftar,0
"paling buruk dalam sejarah di dunia manapun, angkot kok perbandingannya 1:100, bagaimana nih, mentang mentang gratis terus seenaknya bikin layanan publik apa, memang yang naik gratis, tapi kan biaya operasionalnya ditanggung pajak",0
perlu terus ditingkatkan untuk maps posisi bus nya,1
fitur dalam aplikasi sangat bagus dan update.,1
mudah dan gampang di akses,1
"sangat membantu buat aku yang mencari transum murah, bisa dicek berapa lama estimasi perjalanannya",1
ol,1
berguna banget,1
oke mantap,1
baik,1
cepat,1
pergi pergian,1
"puas banget sama aplikasi ini, sekarang kalau pilih tempat duduk sudah ada keterangan laki² sama perempuan, jadi bisa tau jejernya nanti. fitur lainnya juga bagus",1
"bug nya parah banget, respon admin juga sprtinha kewalahan jadi baru di balas 3hari ini setiap mau pesan juga selalu tidak ditemukan jadwal tapi sekalinya bisa tiketnya sudah habis, jadi tidak bisa kumpul keluarga deh karena tiket sudah pada habis pada sinyal bagus banget tapi tetap bug parah dari aplikasinya. terima kasih",0
mudah pesan tiket kai,1
"mempermudah pemesanan tiket, terima kasih",1
bagus jempol ke atas jempol ke atas jempol ke atas,1
"ya allah, aplikasi ini sangat buruk untuk pemesanan kereta lokal, selalu bermasalah, jika antar kota aman, tolong ditingkatkan pelayanan kak lokalnya, walaupun murah tapi untuk transportasi harian melipat tangan melipat tangan",0
"tolong kembalikan ewallet seperti dahulu, wajah menangis keras wajah menangis keras wajah menangis keras ku mau pakai gopay tidak bisa padahal lebih braktis",0
kereeeeen. mantap kai sukses selalu.,1
mantap,1
bagus mantap,1
"ribet bos. tidak jelas. mending punya emoney, flaz, atau yang lainnya.",0
ajib,1
kai semakin tertib,1
semua rute dan no body bus tertera dengan jelas .mantap perubahan yang baik untuk tj semoga lebih baik lagi,1
bagus aplikasinya.no lemot lemot,1
aplikasi mudah digunakan dan memudahkan banget bagi kami yang belum ada kendaraan pribadi. kita bisa lihat rute-rutenya sehingga bisa efisiensi waktu juga untuk sampai ke tempat tujuan.,1
"saya setelah update jadi tidak bisa masuk lagi, bagaimana ini ya",1
keren banget sangat membantu.banyak hadiah give awaynya lagi,1
"bila kondisi mendesak,top up kai pay tidak bisa langsung masuk tapi harus menunggu 15 menit dan itupun harus berbayar rp.2500",0
"aplikasi ini memudahkan banget buat aku, cuma via hp bisa mengecek jadwal keberangkatan bus terdekat. bisa juga beli tiket langsung dari aplikasi ini pas banget buat cashles kayak aku",1
"aplikasi rusak, fetch data mulu",0
nyaman aman,0
beli tiket kai secara online lebih mudah dan praktis.cepat lagi,1
aplikasi error mau daftar malah tidak muncul² kode otpnya dan mau bikin sandi malah tidak bisa masuk aplikasi apa sih ini aneh betul,0
"kuliner kereta, mantap wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang",1
bagus dan bermanfaat,1
bagus,1
"sangat buruk. ada masalah tidak bisa ngatasin. 6000 gue lenyap entah kemana. di buat scan krl tidak bisa, meminta di refundpun tidak bisa. buruk!",0
"mau daftar akun basic, pas msukin kode otp terbaru dari email terdaftar dan klik lanjutkan malah tidak bisa, sudah 3 dan tetap sama",0
"aplikasi kocag, tidak becus bikin aplikasi, masuk kerja dari orang dalem . aplikasinya lebih bagus game tetris",0
keren,1
bagus,1
aplikasi nya lemot,0
"tolong perhatikan petugas loket, khusus nya tebing tinggi saya datang jam 23.30 mau keberangkatan jam 00.45 di aplikasi tidak bisa beli, malah di loket tidak ada pekerja nya, kayak mana mau merakyat fasilitas dan sarananya, mau beli tiket langsung tidak ada petugasnya.?",0
komtolondon,0
ok,1
"saya lupa password, tapi saat mengajukan lupa password tidak bisa bertuliskan ""proses lupa kata sandi gagal"" terus bagaimana saya mengganti password baru?",0
"suka banget aplikasinya, mudah dimengerti fiturnya",1
kenapa susah amat verifikasi email?,0
makin di update aplikasi nya makin buruk,0
aplikasi baru tj keren habis banget,1
aplikasi tolol,0
ok,1
bagus,1
mantap jempol ke atas,1
"bismillah hari pertama, semoga segala urusan dipermudah dan dikelilingi oleh orang-orang yang sholeh/ah amin melipat tangan",1
"setelah di update malah tidak bisa memasuki kartu atmnya, jadi bagaimana mau pesan online kalau begini",0
aplikasinya bagus lumayan membantu juga buat pemula kayak aku ini cocok banget aplikasi nya fiturnya juga tidak bagus tidak ribet juga pokoknya cocok deh buat pemula aku rekomendasi aplikasinya bagus,1
keren,1
bagus lah,1
"aplikasi buruk, pemilihan halte tidak tepat, pembentukan tiket sejak pembayaran berhasil dengan qris sangat lama, respon layanan wa pun lama, pelayanan petugas di halte pun tidak sungguh membantu!",0
keren,1
"error mulu, awalnya ""jadwal tidak ditemukan"", lalu pas sudah ketemu malah problem di pembayarannya, tidak bisa connect ke ovo/shopepay/qris, kursi nya juga berubah² sendiri, makin lama makin jelek saja ini aplikasi, bukannya makin lancar, payah banget",0
bagus management,1
sangat membantu dalam pembelian tiket kereta,1
"harga murah, kualitas bagus, hemat waktu",1
akses kai mempermudah pembelian tiket kereta api mau kereta jarak jauh,1
ok,1
kurang kurangi lemotnya,1
luar biasa,1
"hadu ampun deh gue, bug nih aplikasi masyaallah. sampai direla2in begadang war tiket ujung2nya tetap tidak kebeli tiket pulang kmpung, kejadian berkali2 pula. hm please lah kai jari terkuncup warna kulit cerah-sedang",0
top banget kai sukses ya,1
apik,1
"aplikasinya sangat memudahkan melacak sudah sampai dimana, buat yang sering kesasar gaas deh instal aplikasi transjakarta, selain itu pembayarannya juga mudah banget loh",1
sayangnya sekarang tidak bisa buat top up pulsa listrik dulu. tolong kembalikan fitur aplikasi yang dulu dong min,1
"hati-hati yang mau top up kaipay mending dilebihin niat hati ngepas top up 20k buat tiket bandara (sudah kena biaya tf online 6,5k) muka gila saldo yang masuk kepotong lagi 2k bersin berasa dirampok walau cuma receh.mana gakada notif kalau saldo bakal kepotong. notif muncul setelah top up selesai.mana update saldonya suruh menunggu 15 menit parah banget sih kalau ada option zero star better pilih zero star. sumpah menyusahkan!",0
"aplikasi tol0l dikit2 ada notif harus diperbarui, dikit2 ada notif harus diperbarui. gblk memang bikin kesel pengguna saja, auto unistal",0
"eror2 terus, pengaduan chat susah, refund susah, ya allah sekelas bumn tapi pelayanan onlinenya ribet. tolong diperbaiki",0
"dengan sengaja krl tujuan timur dipotong potong agar tidak sampai stasiun terakhir cikarang yang mana jadwalnya harusnya terintegrasi malah jadi banyak penumpang yang ketinggalan kereta commuter tujuan cikampek purwakarta karena tujuannya dipotong potong hanya sampai bekasi tambun saja, biar apa?",0
bagus,1
otp tidak masuk masuk kenapa yh?,1
ini maksudnya bagaimana tiap mau beli tiket tulisannya timeout timeout mulu sampai tiket habis semua,0
"upgrade apanya, inima downgrade",0
nyaman dan bermanfaat.,1
saat order tiket selalu error. tolong di perbaiki.,0
nyaman . praktis dan tidak berdesakan,1
"mendingan tidak usah bikin aplikasi ini , tidak guna .!",0
"kenapa sih pas mau mesen tiket, malah jadwal tidak ditemukan",0
"aplikasi bagus, membantu tapi kadang pernah down sekali tapi sisanya tidak ada kendala",1
best pisan,1
semakin mudah menggunakan kereta api sebagai moda transportasi umum.,1
aplikasi bala,0
proses cepat dan memuaskan,1
sangat membant,1
wajah memberikan ciuman jauh wajah memberikan ciuman jauh wajah memberikan ciuman jauh,1
gampang lag,0
kenapa aplikasinya gampang keluar sendiri. sangat merepotkan. wajah mengantuk wajah mengantuk wajah mengantuk wajah mengantuk,1
aplikasinya jelek banget. sudah upgrade sudah instal ulang dan sinyal bagus masih saja loading. ditanya petugas alasan lagi maintenance sistem. masa tiap hari tiap dipakai maintenance terus.,0
mantap dapat kartu gratis,1
"sistem lu lemot terus. update berulang kali, tidak akurat",0
aplikasi yang sangat bagus dan berguna banget buat kamu yang suka berpergian menggunakan kendaraan umum di lengkapi fitur yang lengkap dan memudahkan kamu dalam kehidupan sehari-hari,1
bagus,1
mantap,1
mantap sekali mudah juga,1
"aplikasi keren, sangat membantu. mantulity",1
"nyaman, aman buat yang suka pergi bawa bayi dan anak-anak",1
"buat kai akses tolong dong jangan di bikin ribet kalau kita login setelah di update lagi, knapa kalau kita login selalu memasuki data lagi yang ada bikin kita capek mls kalau cara model kayak begini terus, percuma kita pakai aplikasi kai akses tapi setiap habis kita update lagi memasuki data lagi kalau begini terus menerus berarti bukannya tambah maju malah tambah mundur & membosankan",0
"sangat buruk, tidak ada annoubcment sebelumnya kalau tiket hari ini bukan umum, sedangkan yang klaim terlanjur umum semua, rulestidak jelas",0
saya belum pernah pakai aplikasi ini kenapa idno ktp sudah ada yang pakai dengan email bukan email saya,0
jempol ke atas,1
ok,1
mudah dan cepat,1
"baru di update kok malah semua tidak ada jadwal keberangkatan, iki ki kepiye to pak pak",0
keren sih. jadi mempermudah kita untuk cari tiket,1
barakallohu sangat membantu melipat tangan,1
"bagus, mudah digunakan dan cepat",1
bagus pelayanannya,1
mantap,1
kenapa dana tidak ada sedangkan ovo ada harus nya kedua nya ada aku user dana .kan kalau ada dana pembayaran lebih enak .kalau bisa bayar lewat dana aku kasih 5 bintang,0
"praktis, sangat bermanfaat",1
tidak jelas aplikasi nya tidak bisa di pakai,0
"mantap gan, nemu aplikasi yang memudahkan kita naik transjakarta, gaperlu takut nyasar, disini fiturnya sudah lengkap oke nilai seratus",1
pengalaman saya dengan pakai aplikasi transjakarta sangat mudah dan fiturnya simpel. sangat membantu untuk cari halte. recommend,1
"perbaiki lagi untuk kai pay nya. saldonya masuknya lama banget. dizaman serba digital masih terhitung lama untuk update top up saldonya. kenapa sebesar kai, kai paynya menggunakan kaspro aplikasi sampah!",0
aplikasi tidak jls mana tidak ada opsi ubah jadwal,0
"sangat mudah, terima masih",1
sangat baik,1
"aplikasi transjakarta sangat membantu buat mobilitas sehari-hari. registrasi gampang, tampilan aplikasinya jelas dan mudah dipahami. paling suka fitur info rute dan jadwal bus, jadi lebih teratur kalau mau berangkat kerja. bayar tiket juga jadi lebih praktis lewat aplikasi ini. jempol ke atas",1
ok,1
saya suka dengan pelayanan nya bagus wajah tersenyum dengan 3 hati,1
top up nya lama banget,0
"mudah, aman dan nyaman, terimakasih",1
"pesan tiket 2x tidak muncul tiketnya tapi saldo sudah kepotong, kecewa banget",0
"aku pernah beli tiket kai tapi aku batalin terus uang pembelian nya tidak di kembalikan,agak kecewa sih tapi tidak apa-apa selama ini aku gampang banget sih kalau mau beli tiket di akses by kai ini",1
mau ganti jadwal/refund saja ribet benar.mana tidak bisa ganti orang lagi,0
"buruk di suruhny jadi basic member, sudah berapa kali daftar tapi tidak bisa2",0
"sok bad , don't use this aplikasi !",0
"sering banget close sendiri, padahal cuma cek jadwal",0
sangat mudah dan cepat,0
yuk buruan pakai transjakarta di jamin puas terhadap aplikasi nya,1
"saya pelanggan setia pt kai tadi saya ketinggalan kreta akhirnya beli tiket baru saya berharap ada kebijakan atau bantuan untuk pelanggan yang telat naik kereta nya jika membeli baru, sayang banget harus hangus begitu saja. semoga kedepannya ada bisa lebih baik lagi.",0
aplikasi nya bagus senang memakai aplikasinya soalnya gampang digunakan,1
aplikasi sangat mudah di gunakan,1
lebih nyaman saja,1
bagus,1
sangat mudah dan menyenangkan jalan jalan naik kereta api,1
update mulu tapi aplikasi tetap jelek,0
mantap,1
"mr keren, aman dan nyaman, tapi mahal mengadakan promo sesekali",1
"sudah pesan 5x mau bayar gagal dan setelah berhasil bayar tiket,keterangan detail pesanan tiket nya tidak muncul di aplikasi. tolong diperbaiki",0
"sangat membantu dalam pemesanan tiket, lebih mudah dan praktis",1
"alhamdulillah mempermudah, semoga makin jaya",1
semoga kai semakin sukses jaya,1
keren,1
jelek,0
tidak bisa masuk,1
kenapa ya aplikasi nya setiap saya mau menghubungkan metode pembayaran tidak bisa-bisa terus begini terus semua metode pembayaran nya baik melalui e-wallet atau kartu debit error terus mohon diperbaiki dong saya kalau mau bayar bagaimana caranya kalau begini terus jadi kesel saya!? min tolong diperbaiki aplikasi nya lah bagaimana saya mau pesan tiket kereta kalau begini terus saya mau bayar tidak bisa melulu wajah bosan wajah dengan mata ke atas wajah marah,0
mantab mudah,1
"kai semakin didepan indak ingin ke lainnya kecuali ke ln yang tidak bisa dengan kai. sayangnya ada beberapa daerah yang belum bisa pakai kai contoh dari semarang ke yogyakarta. (itu setau saya, indak tau kalau sebenarnya ada tapi sayanya yang indak tau)",1
"aplikasi tidak jelas, kalah pesan sama yang dari web",0
"untuk naik krl, metode pembayaran yang hanya bisa pakai kai pay ,itu sangat membuat saya tidak suka karena ribet harus top up kaspro ,2 kali top up gagal tidak masuk padahal sudah sukses di pembayaran giliran metode pembayaran antar kota dan lokal bisa pakai dana,dulu, mempersulit tambahkan metode pembayaran lain selain pakai kai pay untuk krl",0
jadi tidak bisa beli pulsa listrik pas di update,0
tracking bus jadi gampang banget sebagai orang yang baru pindah kerja ke jakarta aku jadi tidak bingung lagi,1
"aplikasi nya keren dan sangat membantu sih ini,tidak perlu bingung lagi mau naik dari halte mana.dari informasi halte, waktu kedatangan, sampai rute semua lengkap. tidak menyesal instal, bikin perjalanan lebih efisien dan nyaman. terus tingkatin ya! wajah tersenyum lebar bermata hati",1
transjakarta memang top luar biasa jempol ke atas jempol ke atas jempol ke atas,1
aplikasi baguus,1
"update tapi metode pembayaran di persulit, dulu cuma virtual account saja . bukannya mempermudah malah tambah ribet, harus ganti team pengembang sih . asli tambah ruwet akses nya",1
ok baik,1
aplikasi sudah bagus dari sebelumnya & fiturnya juga lebih lengkap. namun terkadang suka susah digunakan saat pembelian tiket terkendala dengan sinyal atau jaringan.,1
pembayaran lewat ovo susah jaringan padahal sinyal kuat tapi tidak bisa. agak kecewa,0
mempermudah pemesanan tiket kereta online,1
"kemarin lalu pas mau lihat aplikasi akses by kai tiba tiba keluar kata nya ada masalah. terus pas mau login, pencet lupa kata sandi tidak bisa error sudah di hapus, instal, terus sudah di pencet berkali kali masih tidak bisa? kenapa ya admin?",0
